highway,maxspeed,lanes,oneway,latitude,longitude
residential,20 mph,1,yes,40.718288,-74.0052872
residential,20 mph,3,yes,40.7187428,-74.0049171
residential,20 mph,1,yes,40.719161,-74.0054933
residential,20 mph,4,yes,40.7202938,-74.003693
residential,20 mph,1,yes,40.7203478,-74.0045692
primary,25 mph,3,yes,40.7460863,-73.9819893
primary,25 mph,1,yes,40.7522012,-73.977272
secondary,25 mph,3,yes,40.7404889,-73.9840414
secondary,25 mph,3,yes,40.7400097,-73.9843881
primary,25 mph,2,yes,40.718582,-73.990854
primary,25 mph,3,yes,40.7177093,-73.9913114
secondary,25 mph,1,no,40.7173933,-73.9913119
secondary,25 mph,4,yes,40.7498134,-73.9951948
residential,25 mph,2,yes,40.745245,-73.9867141
tertiary,25 mph,2,yes,40.7485978,-73.992766
residential,25 mph,1,yes,40.7204027,-73.9603646
secondary,25 mph,1,yes,40.7209035,-73.9589507
secondary,25 mph,1,yes,40.7168052,-73.9633454
residential,25 mph,2,yes,40.7170382,-73.9824929
secondary,25 mph,4,yes,40.7474729,-73.9931976
residential,25 mph,2,yes,40.7359035,-73.9856142
service,25 mph,1,yes,40.7330654,-73.9810969
residential,25 mph,1,yes,40.7337893,-73.9806689
service,25 mph,1,yes,40.7336491,-73.9806733
primary,25 mph,5,yes,40.7578527,-73.9967659
primary,25 mph,5,yes,40.7581541,-73.9965458
residential,25 mph,2,yes,40.7164081,-73.983469
tertiary,25 mph,2,yes,40.7508048,-73.9979313
tertiary,25 mph,2,yes,40.7498022,-73.9955945
residential,25 mph,1,yes,40.735473,-73.9600157
residential,25 mph,1,no,40.7346396,-73.9605943
residential,25 mph,1,yes,40.7333016,-74.0028052
residential,25 mph,1,yes,40.733493,-74.0026964
residential,20 mph,2,yes,40.7150539,-74.0112744
secondary,25 mph,2,yes,40.7033037,-73.9660261
secondary,25 mph,3,yes,40.7737674,-73.9819506
secondary,25 mph,3,yes,40.7734454,-73.9811928
residential,25 mph,1,yes,40.7406357,-74.0056716
secondary,20 mph,2,yes,40.712626,-74.0046693
primary,25 mph,3,yes,40.772773,-73.9821969
primary,25 mph,1,yes,40.7729316,-73.9820773
secondary,25 mph,2,yes,40.7725061,-73.9809396
residential,25 mph,2,yes,40.7502677,-73.9772109
residential,25 mph,3,yes,40.7372921,-73.9889145
residential,25 mph,2,yes,40.7430406,-73.959568
motorway_link,25 mph,2,yes,40.7110153,-74.0022259
residential,25 mph,2,yes,40.7438294,-73.9833287
residential,25 mph,1,yes,40.7254453,-73.992981
residential,25 mph,2,yes,40.7254111,-73.9928534
primary,25 mph,3,yes,40.7562073,-73.9745699
trunk,30 mph,4,yes,40.7269146,-74.0110286
primary,25 mph,1,yes,40.7250931,-73.995322
primary,25 mph,4,yes,40.7252139,-73.9955298
residential,25 mph,2,yes,40.7493893,-73.9790148
residential,25 mph,1,yes,40.7480627,-73.9758761
secondary,25 mph,3,yes,40.7611689,-73.9869258
secondary,25 mph,3,yes,40.7544514,-73.9881056
secondary,25 mph,3,yes,40.7538254,-73.9885605
primary,25 mph,3,yes,40.7411389,-73.9855983
residential,25 mph,1,yes,40.7408497,-73.9858835
residential,25 mph,2,yes,40.7351202,-73.9801422
primary,25 mph,3,yes,40.7153327,-73.9925284
secondary,25 mph,1,yes,40.7320215,-73.9957984
residential,25 mph,1,yes,40.7311613,-73.9951852
secondary,25 mph,2,yes,40.7316918,-73.9950162
secondary,25 mph,2,yes,40.7307744,-73.9928358
primary,25 mph,3,yes,40.799524,-73.9626693
secondary,20 mph,2,no,40.7300712,-73.9806101
residential,20 mph,2,yes,40.7110009,-73.9914993
secondary,25 mph,4,yes,40.751334,-73.9903731
secondary_link,25 mph,1,yes,40.7420898,-73.9889442
secondary,25 mph,3,yes,40.7435819,-73.9817889
secondary,25 mph,3,yes,40.7429638,-73.982239
residential,25 mph,1,yes,40.7411312,-73.9807699
secondary,25 mph,3,yes,40.7423443,-73.9826891
secondary,25 mph,3,yes,40.7417262,-73.9831399
residential,25 mph,1,yes,40.7417439,-73.9841425
primary,25 mph,4,yes,40.7353684,-73.9796322
primary,25 mph,3,yes,40.7213386,-73.9980085
primary,25 mph,4,yes,40.726569,-73.9860591
secondary,25 mph,3,yes,40.7648113,-73.972312
primary,25 mph,3,yes,40.7705349,-73.9874989
primary,25 mph,3,yes,40.7708568,-73.9872637
tertiary,25 mph,2,yes,40.770952,-73.9868758
primary,25 mph,4,yes,40.772601,-73.9859901
secondary,20 mph,2,yes,40.7097653,-74.0115946
primary,25 mph,3,yes,40.7811717,-73.976077
primary,25 mph,4,yes,40.7932344,-73.9672726
trunk,30 mph,2,yes,40.7003022,-73.9893345
residential,25 mph,2,yes,40.7438834,-73.9891885
trunk,30 mph,6,yes,40.7103445,-74.0145827
trunk,30 mph,3,yes,40.7134384,-74.0140521
trunk,30 mph,6,yes,40.7113918,-74.014598
primary,25 mph,4,yes,40.7829486,-73.9747783
secondary,25 mph,4,yes,40.7796955,-73.9554457
trunk,30 mph,3,yes,40.7531111,-74.0075353
trunk,30 mph,4,yes,40.7579087,-74.004425
trunk,30 mph,5,yes,40.7577258,-74.0045581
primary,25 mph,5,yes,40.743808,-73.9766041
primary,25 mph,5,yes,40.742823,-73.9773249
trunk,30 mph,4,yes,40.7415503,-74.0088904
motorway_link,25 mph,2,yes,40.7208464,-74.0080075
primary,25 mph,4,yes,40.7277788,-73.9851765
motorway,50 mph,4,yes,40.7973044,-73.9755691
primary,25 mph,5,yes,40.7716611,-73.9563023
residential,25 mph,1,yes,40.7241141,-74.0044777
secondary,25 mph,3,yes,40.7342542,-74.0024446
secondary,25 mph,4,yes,40.7462525,-73.9977843
secondary,25 mph,4,yes,40.768061,-73.9930118
secondary,25 mph,4,yes,40.7674415,-73.9934625
residential,25 mph,1,yes,40.7675512,-73.9946733
secondary,25 mph,4,yes,40.7661879,-73.9943813
residential,25 mph,1,yes,40.7669154,-73.9951428
secondary,20 mph,3,yes,40.7127944,-74.0074469
secondary,25 mph,2,yes,40.7315216,-73.994615
residential,25 mph,1,no,40.7038788,-73.9810477
residential,25 mph,1,yes,40.7038456,-73.9891867
residential,25 mph,1,yes,40.7038607,-73.9895454
residential,25 mph,1,yes,40.7037725,-73.98708
residential,25 mph,1,no,40.7317446,-73.9963761
residential,25 mph,1,no,40.7312358,-73.9951836
residential,20 mph,1,yes,40.7080509,-74.0164142
residential,20 mph,1,yes,40.7082323,-74.0169817
residential,25 mph,1,yes,40.7387632,-74.0059976
residential,25 mph,1,yes,40.738764,-74.0055726
service,20 mph,1,no,40.7178257,-74.0040833
residential,20 mph,2,no,40.7158562,-74.0154438
residential,25 mph,2,no,40.716278,-74.0163973
primary,25 mph,4,yes,40.7289444,-73.9843192
residential,20 mph,1,yes,40.7082201,-74.0167151
residential,25 mph,1,yes,40.7375545,-74.0061378
residential,20 mph,1,yes,40.7058613,-74.0050354
residential,25 mph,1,yes,40.7261327,-73.9983946
tertiary,15 mph,2,no,40.7592275,-73.9519223
unclassified,25 mph,1,yes,40.7483417,-73.9882825
service,25 mph,2,yes,40.7490602,-74.0081914
trunk,30 mph,4,yes,40.7494009,-74.0082265
primary,25 mph,2,yes,40.7200981,-73.9790818
primary,25 mph,3,yes,40.720302,-73.9797463
secondary,25 mph,4,yes,40.7698341,-73.9917358
secondary,25 mph,4,yes,40.76952,-73.9919639
secondary,25 mph,5,yes,40.7692117,-73.9921829
secondary,25 mph,3,yes,40.7701758,-73.9914906
secondary,20 mph,2,no,40.72198,-73.9803829
secondary,20 mph,2,no,40.7230447,-73.9796067
secondary,20 mph,2,no,40.7255854,-73.9777571
unclassified,25 mph,3,yes,40.7609815,-73.9632603
secondary,25 mph,4,no,40.776871,-73.9634306
secondary,25 mph,4,no,40.7766731,-73.9629549
secondary,25 mph,4,no,40.7762296,-73.9618875
secondary,25 mph,4,no,40.7757856,-73.9608329
secondary,25 mph,3,no,40.776034,-73.9614208
secondary,25 mph,3,no,40.7759123,-73.9611306
secondary,25 mph,4,no,40.7756516,-73.9605175
secondary,25 mph,4,no,40.7755113,-73.9601854
secondary,25 mph,2,no,40.7753085,-73.9597083
secondary,25 mph,3,no,40.774833,-73.9585782
secondary,25 mph,2,no,40.7750878,-73.9591852
secondary,25 mph,2,no,40.7746241,-73.9580833
secondary,25 mph,3,no,40.774419,-73.9575989
secondary,25 mph,2,no,40.7741576,-73.9569819
secondary,25 mph,2,no,40.7738426,-73.9562375
secondary,25 mph,2,no,40.7735063,-73.9554361
secondary,25 mph,3,no,40.7732302,-73.954774
secondary,25 mph,3,no,40.7724772,-73.9529946
secondary,25 mph,3,no,40.7722323,-73.952412
secondary,25 mph,3,no,40.772039,-73.9519495
secondary,25 mph,4,no,40.7715358,-73.9507615
secondary,25 mph,4,no,40.7712934,-73.9501853
secondary,25 mph,4,no,40.7773945,-73.9505822
secondary,25 mph,4,no,40.77928,-73.9550452
secondary,25 mph,4,no,40.7789401,-73.9542421
secondary,25 mph,4,no,40.7798284,-73.9563507
secondary,25 mph,4,no,40.780187,-73.9572083
secondary,25 mph,4,no,40.7814236,-73.9601475
secondary,25 mph,4,no,40.7812557,-73.9597436
secondary,25 mph,2,yes,40.7796493,-73.960031
secondary,25 mph,2,yes,40.7850394,-73.9685428
secondary,25 mph,2,yes,40.7809934,-73.9621711
secondary,25 mph,1,yes,40.7813073,-73.9622758
secondary,25 mph,2,yes,40.7812032,-73.9619177
secondary,25 mph,3,no,40.7823522,-73.9724604
secondary,25 mph,2,no,40.7825285,-73.9728772
secondary,25 mph,4,no,40.782101,-73.9758338
secondary,25 mph,4,no,40.7848798,-73.9824237
secondary,25 mph,2,yes,40.7851752,-73.983116
secondary,25 mph,4,no,40.785652,-73.970169
secondary,25 mph,6,no,40.7865562,-73.9525568
secondary,25 mph,3,no,40.7878184,-73.9555621
secondary,25 mph,2,yes,40.7880117,-73.9539264
service,20 mph,1,yes,40.7730584,-73.9686203
service,20 mph,1,yes,40.7728432,-73.9682006
service,20 mph,1,yes,40.7746679,-73.9745475
service,20 mph,1,yes,40.7746575,-73.9754161
service,20 mph,1,yes,40.7744393,-73.9739642
service,20 mph,1,yes,40.7741846,-73.9735881
service,20 mph,1,yes,40.7734966,-73.9699534
service,20 mph,1,yes,40.7736079,-73.9707319
service,20 mph,1,yes,40.7733236,-73.9689948
service,20 mph,1,yes,40.7734339,-73.9692108
pedestrian,20 mph,1,yes,40.7742566,-73.9756844
pedestrian,20 mph,1,yes,40.7739145,-73.975995
pedestrian,20 mph,1,yes,40.7728983,-73.9765515
pedestrian,20 mph,1,yes,40.7677706,-73.9787393
pedestrian,20 mph,1,yes,40.7695326,-73.9724227
pedestrian,20 mph,1,yes,40.7740864,-73.9690276
pedestrian,20 mph,1,yes,40.7707937,-73.970624
pedestrian,20 mph,1,yes,40.7713694,-73.9699762
pedestrian,20 mph,1,yes,40.7723698,-73.9689645
pedestrian,20 mph,1,yes,40.7728498,-73.9688584
tertiary,25 mph,2,yes,40.7657861,-73.9533084
primary,25 mph,1,yes,40.7131594,-73.9775985
primary,25 mph,1,yes,40.7106819,-73.9849807
motorway_link,25 mph,2,yes,40.7107906,-74.0032836
motorway_link,20 mph,1,yes,40.7017317,-74.0105434
primary,20 mph,1,yes,40.7015372,-74.0121147
motorway,25 mph,3,yes,40.7019613,-74.0097329
motorway_link,20 mph,1,yes,40.7031613,-74.0077881
motorway_link,25 mph,1,yes,40.7081243,-74.0000121
secondary,20 mph,1,yes,40.7087618,-73.9998272
primary,20 mph,3,no,40.7050706,-74.0050065
primary,20 mph,1,yes,40.7076084,-74.0007303
primary,20 mph,1,yes,40.7080076,-73.999914
primary,20 mph,3,no,40.7088785,-73.9976177
primary,25 mph,2,no,40.7133971,-73.9780629
motorway_link,40 mph,2,yes,40.7189496,-73.9747586
primary,25 mph,2,yes,40.7192377,-73.9750523
secondary,25 mph,3,no,40.7285463,-73.9759246
secondary,25 mph,3,no,40.7314718,-73.9828414
secondary,25 mph,3,no,40.7324914,-73.9852726
secondary,25 mph,2,no,40.7327822,-73.9859633
residential,25 mph,3,no,40.7353273,-73.9920175
residential,25 mph,4,no,40.7361221,-73.9939032
residential,25 mph,4,no,40.7372044,-73.9964638
residential,25 mph,4,no,40.7375089,-73.9971961
residential,25 mph,3,no,40.7384569,-73.9994292
residential,25 mph,4,no,40.7386621,-73.999937
residential,25 mph,4,no,40.7396473,-74.0022644
residential,25 mph,3,no,40.7343568,-73.9897151
pedestrian,20 mph,1,yes,40.7763505,-73.9676137
pedestrian,20 mph,1,yes,40.7780272,-73.966546
pedestrian,20 mph,1,yes,40.7974636,-73.9544908
service,20 mph,2,yes,40.7982727,-73.9539927
service,20 mph,4,no,40.7982254,-73.9537399
pedestrian,20 mph,1,yes,40.79562,-73.9544738
pedestrian,20 mph,1,yes,40.7951719,-73.9535985
pedestrian,20 mph,1,yes,40.794578,-73.9542953
pedestrian,20 mph,1,yes,40.7939611,-73.9548852
pedestrian,20 mph,1,yes,40.7935087,-73.954979
pedestrian,20 mph,1,yes,40.793035,-73.955051
pedestrian,20 mph,1,yes,40.7928213,-73.9550203
pedestrian,20 mph,1,yes,40.7925918,-73.9549792
pedestrian,20 mph,1,yes,40.7920994,-73.9552652
pedestrian,20 mph,1,yes,40.7916584,-73.9556561
pedestrian,20 mph,1,yes,40.7896219,-73.9573571
pedestrian,20 mph,1,yes,40.7885656,-73.9571078
pedestrian,20 mph,1,yes,40.7874915,-73.9570049
pedestrian,20 mph,1,yes,40.7857932,-73.9579218
pedestrian,20 mph,1,yes,40.7840812,-73.9589696
pedestrian,20 mph,1,yes,40.7814467,-73.963268
pedestrian,20 mph,1,yes,40.7812888,-73.9636939
pedestrian,20 mph,1,yes,40.774641,-73.9687304
pedestrian,20 mph,1,yes,40.7733807,-73.9689657
pedestrian,20 mph,1,yes,40.7736105,-73.9690955
service,20 mph,2,no,40.7761346,-73.9757482
secondary,25 mph,1,yes,40.7718521,-73.9778797
service,20 mph,2,yes,40.7990959,-73.9553168
pedestrian,20 mph,1,yes,40.7991452,-73.9556256
pedestrian,20 mph,1,yes,40.799305,-73.9560927
pedestrian,20 mph,1,yes,40.799447,-73.9569273
pedestrian,20 mph,1,yes,40.799515,-73.957865
pedestrian,20 mph,1,yes,40.7988144,-73.9580467
pedestrian,20 mph,1,yes,40.7980736,-73.9573852
pedestrian,20 mph,1,yes,40.7977205,-73.9571188
pedestrian,20 mph,1,yes,40.7972179,-73.956989
pedestrian,20 mph,1,yes,40.79686,-73.9568704
pedestrian,20 mph,1,yes,40.7965218,-73.956822
pedestrian,20 mph,1,yes,40.7943454,-73.9594984
pedestrian,20 mph,1,yes,40.7938976,-73.9604054
pedestrian,20 mph,1,yes,40.7932804,-73.9614659
pedestrian,20 mph,1,yes,40.7923287,-73.962188
pedestrian,20 mph,1,yes,40.7916545,-73.9625748
pedestrian,20 mph,1,yes,40.7905896,-73.9634401
pedestrian,20 mph,1,yes,40.7894131,-73.9642223
pedestrian,20 mph,1,yes,40.7888503,-73.96496
pedestrian,20 mph,1,yes,40.7884083,-73.9658952
pedestrian,20 mph,1,yes,40.7879436,-73.9665811
pedestrian,20 mph,1,yes,40.7863282,-73.9672813
pedestrian,20 mph,1,yes,40.7847954,-73.9671584
pedestrian,20 mph,1,yes,40.7842698,-73.9674
pedestrian,20 mph,1,yes,40.7838771,-73.9677226
pedestrian,20 mph,1,yes,40.7821733,-73.9694421
pedestrian,20 mph,1,yes,40.7826793,-73.9692393
service,20 mph,2,yes,40.7842091,-73.9694881
pedestrian,20 mph,1,yes,40.7813967,-73.9694952
pedestrian,20 mph,1,yes,40.7808525,-73.9697943
pedestrian,20 mph,1,yes,40.7784739,-73.9728208
pedestrian,20 mph,1,yes,40.7779364,-73.9735692
pedestrian,20 mph,1,yes,40.7772896,-73.9740825
residential,25 mph,1,yes,40.7207887,-73.985164
residential,25 mph,1,yes,40.721679,-73.9847017
residential,25 mph,1,yes,40.7423361,-73.9893824
service,25 mph,1,yes,40.7324846,-73.9815212
service,25 mph,1,yes,40.7356354,-73.9793317
service,25 mph,1,yes,40.7360444,-73.9789278
service,25 mph,1,yes,40.7353971,-73.9753691
secondary,25 mph,1,yes,40.70703,-73.9584986
trunk,20 mph,4,no,40.7201747,-74.0029467
unclassified,15 mph,1,yes,40.7533966,-73.9584564
residential,15 mph,2,yes,40.7593732,-73.9533717
secondary,25 mph,3,yes,40.7735815,-73.9815119
secondary,25 mph,1,yes,40.7717629,-73.9791278
tertiary,25 mph,3,yes,40.7742,-73.9849301
tertiary,25 mph,3,yes,40.7753456,-73.9876463
secondary,25 mph,4,no,40.7711228,-73.979686
secondary,25 mph,2,yes,40.7685031,-73.9815241
secondary,25 mph,5,no,40.7818284,-73.9718796
secondary,25 mph,4,no,40.7850681,-73.9695149
secondary,25 mph,4,no,40.7847314,-73.9697675
secondary,25 mph,4,no,40.7856353,-73.969099
residential,25 mph,2,yes,40.7942901,-73.9630794
residential,25 mph,2,yes,40.7954527,-73.9655624
residential,25 mph,1,yes,40.7921438,-73.9756958
residential,5 mph,1,yes,40.7911988,-73.9734318
secondary,25 mph,4,no,40.7862896,-73.9686232
residential,25 mph,1,yes,40.7903951,-73.9657072
residential,25 mph,1,yes,40.7904357,-73.9658032
residential,25 mph,1,yes,40.7909054,-73.9669147
residential,25 mph,1,yes,40.7914363,-73.9681703
residential,25 mph,1,yes,40.7915646,-73.9684741
residential,25 mph,1,yes,40.7916444,-73.9686632
residential,25 mph,1,yes,40.7918228,-73.9690869
residential,25 mph,1,yes,40.7920138,-73.9695404
residential,25 mph,1,yes,40.792241,-73.9700802
residential,25 mph,1,yes,40.7924553,-73.9705893
residential,25 mph,1,yes,40.792581,-73.970888
residential,25 mph,1,yes,40.792695,-73.9711591
tertiary,25 mph,3,no,40.7882348,-73.9783389
tertiary,25 mph,3,no,40.7843078,-73.9812032
residential,25 mph,1,yes,40.749577,-73.9912564
secondary,20 mph,3,yes,40.7169684,-74.0063236
residential,25 mph,1,yes,40.7271985,-73.9570555
primary,25 mph,1,yes,40.7199932,-73.9898428
primary,20 mph,1,yes,40.7015307,-74.0124019
trunk,30 mph,4,yes,40.7577444,-74.004255
primary,25 mph,5,no,40.7569406,-74.0047286
primary,25 mph,6,yes,40.7498338,-73.9751596
primary,25 mph,1,yes,40.71059,-73.9545839
primary,25 mph,2,yes,40.7106663,-73.9538244
primary,25 mph,2,no,40.7109485,-73.9512586
primary,25 mph,1,yes,40.7109126,-73.9515349
motorway,35 mph,4,yes,40.7108725,-73.9635581
motorway,35 mph,2,yes,40.7103982,-73.9619472
motorway_link,35 mph,2,yes,40.7103718,-73.9619618
secondary,25 mph,2,no,40.7095749,-73.9612839
secondary,25 mph,2,no,40.7097642,-73.9618401
secondary,25 mph,2,no,40.709474,-73.9609877
secondary,25 mph,1,no,40.7092327,-73.960822
primary,25 mph,2,no,40.7093512,-73.9606315
motorway,35 mph,2,yes,40.7101916,-73.9594631
motorway,35 mph,2,yes,40.7130849,-73.9542357
motorway,35 mph,2,yes,40.7135089,-73.9538618
motorway,35 mph,2,yes,40.7104264,-73.961432
residential,25 mph,3,no,40.7380785,-73.9774006
residential,25 mph,1,yes,40.7400423,-73.9820171
secondary,25 mph,5,no,40.7371214,-73.9790765
secondary,25 mph,5,no,40.7377613,-73.9806019
secondary,25 mph,4,no,40.7379904,-73.9811579
secondary,25 mph,5,no,40.7387253,-73.9828814
secondary,25 mph,5,no,40.7389445,-73.983401
secondary,25 mph,4,no,40.7394355,-73.9845678
secondary,25 mph,4,no,40.7396124,-73.9849874
secondary,25 mph,4,no,40.7400831,-73.9861018
secondary,25 mph,5,no,40.7412904,-73.9889599
secondary,25 mph,6,no,40.7417054,-73.9899619
secondary,25 mph,4,no,40.7428039,-73.9925507
secondary,25 mph,4,no,40.7430035,-73.9930099
secondary,25 mph,4,no,40.7440143,-73.9954252
secondary,25 mph,4,no,40.7475734,-74.0038479
residential,25 mph,2,yes,40.7491872,-73.9978613
residential,25 mph,1,yes,40.7478356,-73.994777
primary,25 mph,5,no,40.7448952,-73.9761327
primary,25 mph,4,no,40.7454644,-73.9774867
primary,25 mph,5,no,40.7469625,-73.9810672
primary,25 mph,5,no,40.7485363,-73.9847464
primary,25 mph,5,no,40.7535248,-73.9965988
primary,25 mph,4,no,40.7542907,-73.9984404
primary,25 mph,4,no,40.7554768,-74.0012545
primary,25 mph,1,yes,40.7544497,-73.997205
primary,25 mph,2,yes,40.7544704,-73.9972542
unclassified,25 mph,1,yes,40.7544021,-73.9966247
motorway_link,25 mph,1,yes,40.7552685,-73.9961641
motorway_link,25 mph,2,yes,40.7555143,-73.9957831
secondary,20 mph,3,yes,40.7074637,-74.0131646
secondary,25 mph,2,yes,40.7449443,-73.9507529
tertiary,25 mph,3,no,40.7489985,-73.9519265
unclassified,25 mph,3,no,40.7491015,-73.9524912
tertiary,25 mph,3,no,40.7485941,-73.9498359
residential,25 mph,2,no,40.747732,-73.9566282
residential,25 mph,2,no,40.7468621,-73.9564195
residential,25 mph,2,no,40.7465172,-73.9565371
residential,25 mph,2,no,40.7461751,-73.9566697
residential,25 mph,1,yes,40.74616,-73.9565843
residential,25 mph,2,no,40.744952,-73.9577829
residential,25 mph,2,yes,40.7449011,-73.9577106
residential,25 mph,2,yes,40.7448086,-73.9578106
residential,25 mph,2,no,40.7441336,-73.9587962
residential,25 mph,1,no,40.7443126,-73.9584264
residential,25 mph,2,no,40.7438722,-73.9591813
residential,25 mph,2,no,40.7432486,-73.9597078
residential,25 mph,2,no,40.7429217,-73.9598437
residential,25 mph,4,no,40.7422362,-73.9591492
tertiary,25 mph,1,yes,40.7421192,-73.9509698
tertiary,25 mph,2,no,40.7424225,-73.9524844
tertiary,25 mph,2,no,40.7423318,-73.9520127
tertiary,25 mph,2,no,40.7421799,-73.9512559
motorway,40 mph,1,yes,40.7413764,-73.9517982
secondary,25 mph,3,yes,40.7457373,-73.9722411
residential,25 mph,2,yes,40.7477527,-73.9731668
residential,25 mph,2,yes,40.7457438,-73.9742157
secondary,25 mph,5,no,40.7411912,-73.9887203
secondary,25 mph,2,yes,40.7103777,-73.9641479
secondary,25 mph,4,no,40.7358343,-73.9760231
motorway,40 mph,2,yes,40.7413338,-73.9525915
primary,20 mph,3,yes,40.7046261,-74.0143562
secondary,25 mph,5,no,40.7409603,-73.9881714
secondary,25 mph,4,no,40.786192,-73.9516873
secondary,25 mph,2,yes,40.7241853,-73.9575554
secondary,25 mph,1,yes,40.7240957,-73.9577622
residential,25 mph,1,yes,40.7229878,-73.9585997
residential,25 mph,1,yes,40.7207941,-73.9609971
secondary,25 mph,3,no,40.7030494,-73.9656916
secondary,25 mph,1,no,40.7042476,-73.9671817
trunk,30 mph,1,yes,40.7000789,-73.9890171
residential,25 mph,1,yes,40.7254433,-73.9567771
tertiary,25 mph,1,yes,40.7349989,-73.952368
service,15 mph,1,no,40.7649995,-74.0001957
residential,25 mph,2,yes,40.7485754,-73.996425
residential,20 mph,2,no,40.7125607,-74.0077054
residential,25 mph,1,yes,40.7259474,-73.9952315
residential,25 mph,1,yes,40.7200902,-74.0001622
residential,25 mph,1,yes,40.7207584,-73.9995924
residential,25 mph,1,yes,40.7022161,-73.9944926
residential,25 mph,1,yes,40.7021227,-73.9945312
service,25 mph,1,no,40.727638,-73.9941319
service,25 mph,1,no,40.727593,-73.9941702
secondary,25 mph,1,yes,40.7022272,-73.9646913
secondary,25 mph,1,yes,40.7036563,-73.9664631
residential,25 mph,2,no,40.735884,-73.9592579
residential,25 mph,1,yes,40.7172975,-73.9830592
residential,25 mph,1,yes,40.7200557,-73.9816434
residential,25 mph,2,yes,40.7193207,-73.9820117
residential,25 mph,2,yes,40.7591285,-73.962762
secondary,25 mph,3,yes,40.7774375,-73.9570929
secondary,25 mph,4,yes,40.7751673,-73.9587491
secondary,25 mph,3,yes,40.7693163,-73.9630194
secondary,25 mph,4,yes,40.7706279,-73.962064
secondary,25 mph,3,yes,40.767553,-73.9643038
secondary,25 mph,4,yes,40.768036,-73.9639514
residential,25 mph,1,yes,40.7689381,-73.9685587
residential,25 mph,2,yes,40.7684628,-73.9674289
residential,25 mph,2,yes,40.7660851,-73.961811
secondary,25 mph,4,yes,40.765365,-73.9659047
secondary,25 mph,4,yes,40.7630581,-73.9675836
residential,25 mph,3,yes,40.7634411,-73.9729812
residential,25 mph,2,yes,40.7630999,-73.972173
residential,25 mph,3,yes,40.7624304,-73.9705941
residential,25 mph,3,yes,40.7616924,-73.9688379
residential,25 mph,2,yes,40.7554745,-73.9757533
secondary,25 mph,1,yes,40.7552685,-73.9771837
residential,25 mph,1,yes,40.7532152,-73.9780833
primary,25 mph,6,yes,40.747485,-73.9768696
secondary,25 mph,2,yes,40.6999406,-73.9622713
residential,25 mph,1,yes,40.735505,-73.9592038
secondary,25 mph,2,no,40.7135877,-73.9515416
motorway,50 mph,3,yes,40.781567,-73.9867894
secondary,25 mph,1,yes,40.7006337,-73.9866576
secondary,25 mph,1,yes,40.7006368,-73.9867289
secondary,25 mph,3,yes,40.7002062,-73.9864793
tertiary,25 mph,1,yes,40.7024394,-73.9871961
tertiary,25 mph,1,yes,40.7024626,-73.9879477
residential,25 mph,1,yes,40.7007186,-73.9867782
tertiary,25 mph,2,yes,40.7285814,-74.0049484
secondary,20 mph,1,yes,40.712755,-74.0043357
cycleway,25 mph,1,yes,40.7427998,-73.9886299
trunk,30 mph,5,yes,40.7182782,-74.0127635
primary,25 mph,3,yes,40.7246364,-73.9937887
residential,25 mph,3,yes,40.7622904,-73.9702633
tertiary,25 mph,1,no,40.7013223,-73.9808437
residential,25 mph,1,no,40.7032188,-73.9810997
residential,25 mph,1,yes,40.724435,-73.9891568
secondary,25 mph,3,yes,40.7431096,-74.0083925
trunk,30 mph,3,yes,40.7430052,-74.0087718
primary,25 mph,3,no,40.7304654,-73.9514974
secondary,25 mph,1,yes,40.7554249,-73.9952368
primary,25 mph,3,yes,40.7817386,-73.9809578
secondary,25 mph,4,no,40.7838505,-73.9799825
secondary,25 mph,2,yes,40.7530042,-73.9928675
secondary,25 mph,3,yes,40.7537844,-73.9923021
secondary,25 mph,3,yes,40.754399,-73.991856
secondary,25 mph,3,yes,40.7548235,-73.9915477
unclassified,20 mph,3,no,40.7132946,-74.0110586
unclassified,25 mph,3,no,40.7097402,-74.0117383
unclassified,20 mph,2,no,40.7105227,-74.0125445
secondary,20 mph,3,yes,40.7092793,-74.0104818
unclassified,20 mph,2,no,40.7096509,-74.0116235
secondary,25 mph,2,yes,40.7539886,-73.9918363
secondary,25 mph,2,yes,40.7551997,-73.9947127
residential,20 mph,1,yes,40.7066679,-74.0092518
residential,20 mph,1,yes,40.7060894,-74.009682
residential,20 mph,1,yes,40.7078619,-74.0081427
residential,20 mph,1,yes,40.7085261,-74.0074708
residential,20 mph,1,yes,40.7076182,-74.0077318
residential,20 mph,1,yes,40.708899,-74.0099752
residential,20 mph,1,yes,40.7073316,-74.0096035
residential,20 mph,2,no,40.707121,-74.0139561
living_street,20 mph,1,yes,40.7057138,-74.0133474
secondary,20 mph,2,yes,40.7072812,-74.0121265
secondary,20 mph,3,yes,40.7069197,-74.0135384
primary,20 mph,2,no,40.7064838,-74.00272
residential,20 mph,3,no,40.7136168,-73.9988665
residential,20 mph,4,no,40.7141673,-74.000037
residential,20 mph,3,no,40.7154867,-74.0028066
residential,20 mph,4,no,40.7156909,-74.0032486
secondary,20 mph,2,yes,40.7145599,-74.0032653
tertiary,25 mph,1,yes,40.7448306,-73.9818969
secondary,25 mph,4,yes,40.7441968,-73.9813427
trunk,30 mph,4,yes,40.7245709,-74.0111779
trunk,30 mph,5,yes,40.7250236,-74.0110863
primary,20 mph,4,no,40.7089902,-74.0023139
